OBJECTID,CT20,FIP23,CITY,CSA,CT20FIP23CSA,Shape__Area,Shape__Length
5464,920015,99037,Unincorporated,San Francisquito Canyon/Bouquet Canyon,92001599037San Francisquito Canyon/Bouquet Canyon,13998275.921875,25281.1234029544
5465,920016,69088,Santa Clarita, ,92001669088,22800246.75,21879.3920066427
5466,920017,69088,Santa Clarita, ,92001769088,22354648.2050781,20510.6304912263
5467,920018,69088,Santa Clarita, ,92001869088,10411716.9570313,13121.2784070959
5468,920020,69088,Santa Clarita, ,92002069088,64040191.3876953,45345.0042616334
5469,920020,99037,Unincorporated,Saugus,92002099037Saugus,52783593.9980469,51656.7062314069
5470,920028,69088,Santa Clarita, ,92002869088,27707808.5048828,30121.337973811
5471,920029,69088,Santa Clarita, ,92002969088,26161609.3789063,29564.559406313
5472,920030,69088,Santa Clarita, ,92003069088,28491071.796875,23881.5075718397
5473,920031,69088,Santa Clarita, ,92003169088,72655770.8134766,51622.6675043738
5474,920034,69088,Santa Clarita, ,92003469088,88843713.9941406,43764.6272286821
5475,920034,99037,Unincorporated,Canyon Country,92003499037Canyon Country,8166546.84472656,16321.3990523758
5476,920035,69088,Santa Clarita, ,92003569088,26548806.2167969,20241.0728146586
5477,920038,69088,Santa Clarita, ,92003869088,10689359.3925781,19846.4962101785
5478,920039,69088,Santa Clarita, ,92003969088,11226744.5302734,17515.1996562842
5479,920040,69088,Santa Clarita, ,92004069088,22833726.2246094,22964.9779770847
5480,920040,99037,Unincorporated,Canyon Country,92004099037Canyon Country,9027541.984,14171.3249213153
5481,920041,69088,Santa Clarita, ,92004169088,19376032.2294922,21039.5418098429
5482,920042,69088,Santa Clarita, ,92004269088,40386790.4179688,39519.1697683593
5483,920043,99037,Unincorporated,Placerita Canyon,92004399037Placerita Canyon,47987963.4941406,38414.6879848158
5484,920044,69088,Santa Clarita, ,92004469088,10764656.953125,15042.1079461991
5485,920045,69088,Santa Clarita, ,92004569088,20125503.7363281,19930.1171695691
5486,920046,69088,Santa Clarita, ,92004669088,4577553.47363281,14400.388324929
5487,920047,69088,Santa Clarita, ,92004769088,5554849.24511719,11445.8849360666
5488,920048,69088,Santa Clarita, ,92004869088,28681117.8925781,31972.0560097427
5489,920049,69088,Santa Clarita, ,92004969088,65161504.3886719,49602.4791788805
5490,920049,99037,Unincorporated,Canyon Country,92004999037Canyon Country,104433036.011719,54299.2384757796
5491,920049,99037,Unincorporated,Saugus/Canyon Country,92004999037Saugus/Canyon Country,135788263.166016,68875.9343497597
5492,920050,99037,Unincorporated,Bouquet Canyon,92005099037Bouquet Canyon,778152618.567383,167002.613356694
5493,920050,99037,Unincorporated,San Francisquito Canyon/Bouquet Canyon,92005099037San Francisquito Canyon/Bouquet Canyon,1728124624.72754,263560.497898904
5494,920102,99037,Unincorporated,Castaic,92010299037Castaic,6410271151.97754,468131.057900005
5495,920102,99037,Unincorporated,Lake Hughes,92010299037Lake Hughes,266409192.853516,107697.940653018
5496,920104,99037,Unincorporated,Castaic,92010499037Castaic,1701454194.57227,230699.235033727
5497,920106,99037,Unincorporated,Castaic,92010699037Castaic,2011053.10546875,10876.2437637638
5498,920106,99037,Unincorporated,Val Verde,92010699037Val Verde,503717933.764648,106236.495039345
5499,920109,69088,Santa Clarita, ,92010969088,23544352.1738281,27957.2162758338
5500,920110,69088,Santa Clarita, ,92011069088,11341703.8623047,17025.1923595549
5501,920111,69088,Santa Clarita, ,92011169088,12647020.6650391,19603.7807551621
5502,920112,69088,Santa Clarita, ,92011269088,18603732.6992188,17646.6251281552
5503,920114,69088,Santa Clarita, ,92011469088,30462379.7138672,36430.556983242
5504,920115,69088,Santa Clarita, ,92011569088,38748944.6425781,34811.9595088986
5505,920116,99037,Unincorporated,Castaic,92011699037Castaic,79906238.2460938,44189.8362957454
5506,920118,99037,Unincorporated,Castaic,92011899037Castaic,30652851.5371094,31326.6419069556
5507,920119,99037,Unincorporated,Castaic,92011999037Castaic,53713086.8398438,33903.9667918479
5508,920120,69088,Santa Clarita, ,92012069088,51658203.5947266,49183.9499077437
5509,920121,69088,Santa Clarita, ,92012169088,131867038.978516,64306.0485570454
5510,920200,99037,Unincorporated,Castaic,92020099037Castaic,122224754.942383,64496.9073795143
5511,920303,99037,Unincorporated,Twin Lakes/Oat Mountain,92030399037Twin Lakes/Oat Mountain,556618374.749023,136508.111901416
5512,920312,69088,Santa Clarita, ,92031269088,110085209.003906,57509.6614995677
5513,920312,99037,Unincorporated,Angeles National Forest,92031299037Angeles National Forest,782576.626953125,5917.51861493635
5514,920312,99037,Unincorporated,Newhall,92031299037Newhall,35921983.7724609,37281.5447360189
5515,920313,69088,Santa Clarita, ,92031369088,31129070.0136719,24885.1926486579
5516,920314,69088,Santa Clarita, ,92031469088,121626001.519531,52458.1482269445
5517,920322,69088,Santa Clarita, ,92032269088,11245991.859375,15179.2010992176
5518,920326,69088,Santa Clarita, ,92032669088,2613752.37988281,12279.0477688582
5519,920326,99037,Unincorporated,Stevenson Ranch,92032699037Stevenson Ranch,785961549.15625,173947.293389248
5520,920328,69088,Santa Clarita, ,92032869088,25571524.8417969,20780.4580805485
5521,920329,69088,Santa Clarita, ,92032969088,23644884.1835938,20902.4908217856
5522,920330,69088,Santa Clarita, ,92033069088,35178322.9033203,23965.9612169755
5523,920331,69088,Santa Clarita, ,92033169088,16066798.2167969,16607.9076486249
5524,920332,69088,Santa Clarita, ,92033269088,42071569.1757813,32890.1186344783
5525,920334,69088,Santa Clarita, ,92033469088,29864229.1015625,22321.1729263922
5526,920338,99037,Unincorporated,Stevenson Ranch,92033899037Stevenson Ranch,40076986.9560547,34236.0891192962
5527,920339,99037,Unincorporated,Stevenson Ranch,92033999037Stevenson Ranch,366473811.802734,87327.5800733803
5528,920340,69088,Santa Clarita, ,92034069088,11547699.3671875,16647.9851247335
5529,920341,69088,Santa Clarita, ,92034169088,6292472.00683594,13141.0792478861
5530,920342,69088,Santa Clarita, ,92034269088,8747147.2265625,14772.4635922316
5531,920343,69088,Santa Clarita, ,92034369088,10732830.5419922,14366.2223718837
5532,930400,69088,Santa Clarita, ,93040069088,93539265.9082031,86407.0299551282
5533,930400,99037,Unincorporated,Kagel/Lopez Canyons,93040099037Kagel/Lopez Canyons,211028727.858398,140767.232222375
5534,980001,08954,Burbank, ,98000108954,24726994.1503906,22701.9082455394
5535,980002,11530,Carson, ,98000211530,75227609.9199219,38312.983902613
5536,980003,99037,Unincorporated,South Edwards,98000399037South Edwards,2078970488.40918,273094.537523086
5537,980004,55156,Palmdale, ,98000455156,381311320.345703,101794.078974854
5538,980005,80000,Torrance, ,98000580000,43552185.5957031,31631.5410839115
5539,980006,43000,Long Beach, ,98000643000,36280279.9873047,38142.4490923458
5540,980008,44000,Los Angeles,Van Nuys,98000844000Van Nuys,36264267.8095703,33830.9072297001
5541,980009,44000,Los Angeles,Los Feliz,98000944000Los Feliz,228820183.307617,81092.4299725814
5542,980010,44000,Los Angeles,Elysian Park,98001044000Elysian Park,41237351.2695313,36598.1965473076
5543,980011,43000,Long Beach, ,98001143000,14803624.6943359,17590.6029972246
5544,980012,19766,Downey, ,98001219766,9825922.37304688,15756.5297180127
5545,980013,22412,El Segundo, ,98001322412,56994882.9042969,34244.1542857084
5546,980015,44000,Los Angeles,Harbor City,98001544000Harbor City,58108050.7851563,35826.5551511647
5547,980016,99037,Unincorporated,Bandini Islands,98001699037Bandini Islands,1026591.92382813,6899.44436256084
5548,980016,82422,Vernon, ,98001682422,143625889.363281,84818.4886286846
5549,980017,99037,Unincorporated,West LA,98001799037West LA,25156642.2236328,29522.4034191761
5550,980018,43000,Long Beach, ,98001843000,79403746.3808594,55357.3492615919
5551,980019,44000,Los Angeles,Palisades Highlands,98001944000Palisades Highlands,476232409.945313,156382.839661657
5552,980020,44000,Los Angeles,Sun Valley,98002044000Sun Valley,91853884.0341797,60520.2790979757
5553,980021,44000,Los Angeles,Lakeview Terrace,98002144000Lakeview Terrace,74763381.6142578,51358.9170356143
5554,980022,44000,Los Angeles,Granada Hills,98002244000Granada Hills,69448028.5605469,41632.6534701513
5555,980023,44000,Los Angeles,West Hills,98002344000West Hills,56269734.5234375,39825.5493676037
5556,980024,44000,Los Angeles,Encino,98002444000Encino,89196491.4121094,46243.594440844
5557,980025,11530,Carson, ,98002511530,41895050.2744141,33730.1890682206
5558,980026,44000,Los Angeles,Angeles National Forest,98002644000Angeles National Forest,151236591.460938,102974.843988433
5559,980034,69154,Santa Fe Springs, ,98003469154,69160815.0888672,61500.7819767516
5560,980036,99037,Unincorporated,South San Gabriel,98003699037South San Gabriel,16133305.171875,27895.1316700817
5561,980036,99037,Unincorporated,Whittier Narrows,98003699037Whittier Narrows,76111473.5400391,69866.0330843959
5562,980036,85292,Whittier, ,98003685292,1615240.72363281,6863.8252089981
5563,980037,11530,Carson, ,98003711530,13899898.7089844,15014.2291363618
5564,980038,99037,Unincorporated,Ladera Heights,98003899037Ladera Heights,48197270.31,42746.1647825347
5565,980039,99037,Unincorporated,Universal City,98003999037Universal City,14217871.4570313,19172.5368288493
5566,261102,99037,Unincorporated,Franklin Canyon,26110299037Franklin Canyon,453648.3672,4079.43704025968
5567,261104,44000,Los Angeles,Beverly Crest,26110444000Beverly Crest,44993659.3710938,49229.5725627137
5568,264305,70000,Santa Monica, ,26430570000,131024.817382813,2777.6223291921
5569,400209,40830,La Verne, ,40020940830,45507729.22,32365.3719228934
5570,401304,66070,San Dimas, ,40130466070,96757902.3095703,77575.4242235055
5571,403802,99037,Unincorporated,Covina (Charter Oak),40380299037Covina (Charter Oak),10247020.4941406,21941.7834999831
5572,403327,19192,Diamond Bar, ,40332719192,13442643.1777344,20661.3512841191
5573,403703,16742,Covina, ,40370316742,9733293.60839844,27315.0812400017
5574,404000,99037,Unincorporated,Azusa,40400099037Azusa,8060700.69238281,16418.3747601419
5575,404000,30014,Glendora, ,40400030014,82263.08203,1156.14607476798
5576,404100,03386,Azusa, ,40410003386,3667455.20898438,15316.8155341192
5577,404203,03386,Azusa, ,40420303386,2544925.94921875,8913.71761208779
5578,431300,48648,Monrovia, ,43130048648,1243473.13574219,5373.59467745458
5579,431200,48648,Monrovia, ,43120048648,1849548.7109375,10435.5511566926
5580,405301,99037,Unincorporated,Covina,40530199037Covina,754415.83203125,4847.37609490446
5581,406903,99037,Unincorporated,Bassett,40690399037Bassett,13245721.8183594,16831.1978748623
5582,407002,03666,Baldwin Park, ,40700203666,2824565.57617188,7018.05059208928
5583,407301,40340,La Puente, ,40730140340,326770.4766,4037.00293526172
5584,408137,84200,West Covina, ,40813784200,5803322.59277344,15946.4974479693
5585,408141,84200,West Covina, ,40814184200,1435763.16796875,6156.0223798471
5586,408401,36490,Industry, ,40840136490,13282.5,476.648916141474
5587,408707,19192,Diamond Bar, ,40870719192,22270274.0234375,20316.9553566906
5588,431502,78148,Temple City, ,43150278148,67556.099609375,1103.85775066655
5589,433302,36490,Industry, ,43330236490,2261820.4609375,9626.73984490442
5590,460001,56000,Pasadena, ,46000156000,9152348.68945313,20892.7791977531
5591,460401,99037,Unincorporated,Altadena,46040199037Altadena,634335.266601563,4340.41587211022
5592,461300,56000,Pasadena, ,46130056000,420938.23046875,4059.71876709873
5593,463103,56000,Pasadena, ,46310356000,2727667.29101563,12247.7437440323
5594,480002,67042,San Gabriel, ,48000267042,83804.94531,1268.46959915343
5595,403327,99037,Unincorporated,Walnut,40332799037Walnut,3615902.53515625,28718.5198987701
5596,980035,99037,Unincorporated,Avocado Heights,98003599037Avocado Heights,7763419.38378906,26668.3486710917
5597,980035,99037,Unincorporated,Hacienda Heights,98003599037Hacienda Heights,910476.134765625,4601.25935752074
5598,500300,36490,Industry, ,50030036490,7358125.00292969,20910.4770120502
5599,501001,85292,Whittier, ,50100185292,383696.212890625,4914.33400862469
5600,502200,69154,Santa Fe Springs, ,50220069154,688823.736328125,4000.94297377925
5601,502303,99037,Unincorporated,West Whittier/Los Nietos,50230399037West Whittier/Los Nietos,20526750.484375,24082.142986778
5602,502901,99037,Unincorporated,South Whittier,50290199037South Whittier,12514896.9296875,14775.329185231
5603,503000,69154,Santa Fe Springs, ,50300069154,1524050.516,8995.19187775184
5604,531800,48816,Montebello, ,53180048816,95782.6337890625,1424.64485825667
5605,541801,15044,Compton, ,54180115044,658745.741210938,4385.46739066961
5606,542104,99037,Unincorporated,East Rancho Dominguez,54210499037East Rancho Dominguez,4543637.24316406,18498.4117365087
5607,541802,15044,Compton, ,54180215044,521627.354492188,3191.67679912376
5608,542103,15044,Compton, ,54210315044,626151.512695313,9865.81149117675
5609,542105,99037,Unincorporated,East Rancho Dominguez,54210599037East Rancho Dominguez,1992873.19335938,7094.2250356989
5610,543100,15044,Compton, ,54310015044,14058583.7001953,20501.9790460471
5611,544002,11530,Carson, ,54400211530,7539870.281,11520.947820511
5612,601501,99037,Unincorporated,Lennox,60150199037Lennox,3297028.78808594,10787.4856998419
5613,602201,99037,Unincorporated,Del Aire,60220199037Del Aire,15397146.3876953,17278.0763219622
5614,602201,32548,Hawthorne, ,60220132548,1993340.06152344,7348.65635533595
5615,670405,59514,Rancho Palos Verdes, ,67040559514,12554107.9228516,16966.5507459992
5616,670417,59514,Rancho Palos Verdes, ,67041759514,13916286.7724609,19332.6201364307
5617,702502,44000,Los Angeles,Baldwin Hills,70250244000Baldwin Hills,535276.698242188,3118.51977428639
5618,800328,09598,Calabasas, ,80032809598,27550352.1357422,33251.656578339
5619,901102,40130,Lancaster, ,90110240130,8367900.33007813,22418.7716685576
5620,900902,40130,Lancaster, ,90090240130,3541574.38574219,7965.92283522802
5621,901217,40130,Lancaster, ,90121740130,9809473.30371094,29844.8956657378
5622,910002,55156,Palmdale, ,91000255156,2079564.03808594,18634.2549848147
5623,910210,99037,Unincorporated,Quartz Hill,91021099037Quartz Hill,42731.10938,829.262798613761
5624,910211,99037,Unincorporated,Quartz Hill,91021199037Quartz Hill,548041.694335938,4957.15375104813
5625,910404,99037,Unincorporated,Anaverde,91040499037Anaverde,446236.24609375,2731.82810743794
5626,910706,99037,Unincorporated,Littlerock,91070699037Littlerock,729985.728515625,7230.71651645717
5627,910706,99037,Unincorporated,Littlerock/Pearblossom,91070699037Littlerock/Pearblossom,59265.1884765625,1262.06972784536
5628,910706,99037,Unincorporated,Sun Village,91070699037Sun Village,23955350.0087891,28379.3119283141
5629,910709,55156,Palmdale, ,91070955156,34028927.4150391,44170.394004187
5630,910808,99037,Unincorporated,Agua Dulce,91080899037Agua Dulce,93973119.046875,63377.5773404225
5631,910815,99037,Unincorporated,Acton,91081599037Acton,1185502124.54883,197854.612444098
5632,910815,99037,Unincorporated,Agua Dulce,91081599037Agua Dulce,19278400.1298828,34668.0423962706
5633,910815,99037,Unincorporated,Angeles National Forest,91081599037Angeles National Forest,3488426743.40332,477707.869942046
5634,910815,99037,Unincorporated,Canyon Country,91081599037Canyon Country,21470019.3144531,22372.2762611529
5635,910815,99037,Unincorporated,South Antelope Valley,91081599037South Antelope Valley,302056869.842773,104498.742042028
5636,920043,69088,Santa Clarita, ,92004369088,153530299.418945,55978.451750854
5637,980004,99037,Unincorporated,Palmdale,98000499037Palmdale,4672949.0703125,15810.7355806613
5638,980036,62896,Rosemead, ,98003662896,430090.387695313,2642.61190555611
5639,980039,44000,Los Angeles,Toluca Lake,98003944000Toluca Lake,158527.30078125,1796.0008990815
5640,432102,22230,El Monte, ,43210222230,72608.8388671875,1958.97075980704
5641,432902,22230,El Monte, ,43290222230,2330872.50097656,7449.88891738327
5642,403402,99037,Unincorporated,Walnut,40340299037Walnut,60557.9755859375,3453.11805047465
5643,405400,84200,West Covina, ,40540084200,328434.780273438,2296.90644626187
5644,400205,99037,Unincorporated,Claremont,40020599037Claremont,24675047.0068359,39912.6083425281
5645,400205,99037,Unincorporated,La Verne,40020599037La Verne,50589793.9951172,34787.1033466116
5646,400205,99037,Unincorporated,Padua Hills,40020599037Padua Hills,2074380.19726563,9368.93197542085
5647,401312,99037,Unincorporated,East Covina,40131299037East Covina,759002.977539063,8561.10666725181
5648,431502,22230,El Monte, ,43150222230,955859.2969,7592.34397573735
5649,530202,99037,Unincorporated,East Los Angeles,53020299037East Los Angeles,1015956.48535156,7698.49564950364
5650,403326,36490,Industry, ,40332636490,1494263.32324219,6087.22797627805
5651,400801,03386,Azusa, ,40080103386,2418973.88769531,8231.75199032699
5652,670405,62644,Rolling Hills Estates, ,67040562644,3620868.05859375,9294.16422582953
